Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2010,ug/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,46300,ug/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2.52,mg/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,503,ug/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,75.1,mg/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,1010,ug/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,8.65,mg/L,ICP-OES
1418-118,93.31,422.81,2014-07-25,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2520,ug/L,ICP-OES
