LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,MeasuringPointElevation_mASL_NAVD88,well_MP_height_m,LandSurfaceElevation_mASL_NAVD88,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,ScreenLength_m,MidOfScreenElevation_mASL_NAVD88,TotalWellDepth_mBLS,TotalBoring/DrillingDepth_mBLS,DiameterOfDrillHole_cm,WellCasingInnerDiameter_cm,OpeningTypeDescription,WidthOfOpeningsInOpenInterval_cm,CasingMaterialDescription,ScreenMaterialDescription,DateOfConstruction,Comments_DateOfConstruction,NameOfContractor,DrillerName,Comments_Miscellaneous,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x531G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052327,531G-04   Bemidji Toxics Research Site,342849.7,5271064.85,1.0,68.4,433.014,0.0,433.014,429.53,429.5,0.03,429.515,3.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x531G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052328,531G-05   Bemidji Toxics Research Site,342849.7,5271064.85,1.0,68.4,433.014,0.0,433.014,430.53,430.499,0.031,430.514,2.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x531G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052329,531G-06   Bemidji Toxics Research Site,342849.7,5271064.85,1.0,68.4,433.014,0.0,433.014,431.53,431.499,0.031,431.514,1.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x531G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052330,531G-07   Bemidji Toxics Research Site,342849.7,5271064.85,1.0,68.4,433.014,0.0,433.014,432.529,432.499,0.03,432.514,0.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052331,532G-02   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,427.437,427.406,0.031,427.422,5.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052332,532G-03   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,428.436,428.406,0.03,428.421,4.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052333,532G-04   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,429.436,429.406,0.03,429.421,3.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052334,532G-05   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,430.436,430.405,0.031,430.42,2.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052335,532G-06   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,431.436,431.405,0.031,431.42,1.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x532G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052336,532G-07   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,432.435,432.405,0.03,432.42,0.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052420,533G-02   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,427.461,427.43,0.031,427.446,5.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052421,533G-03   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,428.46,428.43,0.03,428.445,4.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052448,533G-04   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,429.46,429.43,0.03,429.445,3.514,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052449,533G-05   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,430.46,430.429,0.031,430.444,2.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052450,533G-06   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,431.46,431.429,0.031,431.444,1.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x533G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052451,533G-07   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,432.459,432.429,0.03,432.444,0.515,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052513,601G-02   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,426.858,426.827,0.031,426.842,5.514,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052514,601G-03   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,427.857,427.827,0.03,427.842,4.514,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052515,601G-04   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,428.857,428.827,0.03,428.842,3.514,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052516,601G-05   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,429.857,429.826,0.031,429.842,2.515,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052517,601G-06   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,430.857,430.826,0.031,430.842,1.515,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x601G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052518,601G-07   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,431.856,431.826,0.03,431.841,0.515,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,North pool transect,Active,,
x603G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053104,603G-02   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,425.879,425.848,0.031,425.864,5.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x603G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053105,603G-03   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,426.878,426.848,0.03,426.863,4.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x603G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053106,603G-04   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,427.878,427.848,0.03,427.863,3.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x603G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053107,603G-05   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,428.878,428.847,0.031,428.862,2.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x603G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053108,603G-06   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,429.878,429.847,0.031,429.862,1.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x603G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053109,603G-07   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,430.877,430.847,0.03,430.862,0.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,Spray zone,Active,,
x1302G-00,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052715,1302G-00  Bemidji Toxics Research Site,342761.78,5271035.42,1.0,-23.9,430.173,0.0,430.173,,,,,0.0,7.163,21.0,,,,,,20130523.0,,,J. Greene; A. Berg,Located near well 1202,Active,,
x604G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052723,604G-02   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,424.989,424.958,0.031,424.974,5.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x604G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052724,604G-03   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,425.988,425.958,0.03,425.973,4.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x604G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052725,604G-04   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,426.988,426.958,0.03,426.973,3.514,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x604G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052726,604G-05   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,427.988,427.957,0.031,427.972,2.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x604G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052727,604G-06   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,428.988,428.957,0.031,428.972,1.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x604G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052728,604G-07   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,429.987,429.957,0.03,429.972,0.515,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,,,North pool transect,Active,,
x9014G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052519,9014G-02  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,424.278,424.248,0.03,424.263,7.644,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x1001A,Bemidji,ww,groundwater observation well,x473426095052102,1001A     147N35W02CDAD 01              0000772868,342880.22,5271089.78,1.0,106.41,433.438,0.317,433.121,421.484,421.24,0.244,421.362,11.994,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20100526.0,,USGS MN Water Science Center,J. Greene; A. Berg,Edge of clear cut along North well transect,Active,,
x1001B,Bemidji,ww,groundwater observation well,x473426095052103,1001B     147N35W02CDAD 01              0000772867,342880.54,5271088.42,1.0,106.15,433.459,0.338,433.121,420.697,420.454,0.243,420.576,12.78,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20100526.0,"Core 1001 taken 5/25/10, well completed 5/26/10",USGS MN Water Science Center,J. Greene; A. Berg,"Edge of clear cut along North well transect, contains well 1001B and core 1001",Active,,
x1002,Bemidji,wf,failed well installation (or any installation),,,342882.44,5271085.42,1.0,106.67,,,433.205,,,,,,,,,,,,,20100526,,USGS MN Water Science Center,J. Greene; A. Berg,,Removed,"failed well, no well installed",
x1009,Bemidji,wo,subsurface oil- and groundwater observation well,x473425095052604,1009      147N35W02CDDB  01,342783.9,5271036.12,1.0,-3.39,430.506,0.128,430.378,424.892,421.844,3.048,423.368,,7.925,18.4,7.6,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20100721.0,,USGS MN Water Science Center,J. Greene; A. Berg,"North well pool, Installed 4-inch diameter well at this location, with 5-ft creened interval.",Active,,
x1101A,Bemidji,ww,groundwater observation well,x473427095052105,1101A     147N35W02CDAD 01              0000772870,342892.19,5271082.99,1.0,114.6,434.13,0.704,433.426,422.856,422.615,0.241,422.736,10.912,12.04,19.0,4.9,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20110510.0,,USGS MN Water Science Center,J. Greene; A. Berg,Between well 801 nest and well 311,Active,,
x1101B,Bemidji,ww,groundwater observation well,x473427095052006,1101B     147N35W02CDAD 01              0000772871,342892.89,5271083.35,1.0,115.39,434.075,0.649,433.426,420.682,420.442,0.24,420.562,13.39,13.564,19.0,4.9,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20110509.0,,USGS MN Water Science Center,J. Greene; A. Berg,Between well 801 nest and well 311,Active,,
x1101C,Bemidji,ww,groundwater observation well,x473427095052007,1101C     147N35W02CDAD 01              0000772872,342893.64,5271083.89,1.0,116.29,434.246,0.82,433.426,418.899,418.658,0.241,418.778,14.868,16.002,19.0,4.9,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20110509.0,,USGS MN Water Science Center,J. Greene; A. Berg,Between well 801 nest and well 311,Active,,
x1101D,Bemidji,ww,groundwater observation well,x473427095052008,1101D     147N35W02CDAD 01              0000772873,342894.5,5271084.08,1.0,117.15,434.167,0.741,433.426,416.766,416.525,0.241,416.646,17.002,18.136,19.0,4.9,"Perforated, porous, or slotted casing",0.025,PVC or Plastic,PVC,20110509.0,,USGS MN Water Science Center,J. Greene; A. Berg,Between well 801 nest and well 311,Active,,
x9014G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052520,9014G-03  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,424.577,424.546,0.031,424.562,7.346,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9014G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052521,9014G-04  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,424.976,424.946,0.03,424.961,6.946,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9014G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052522,9014G-05  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,425.976,425.945,0.031,425.96,5.947,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9014G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052523,9014G-06  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,426.979,426.948,0.031,426.964,4.944,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9014G-07,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052524,9014G-07  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,427.978,427.948,0.03,427.963,3.944,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9014G-08,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052525,9014G-08  Bemidji Toxics Research Site,342795.65,5271046.99,1.0,11.75,431.892,0.0,431.892,428.978,428.948,0.03,428.963,2.944,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20000718.0,,,W. Larson; D. Rosemore,North pool transect,Active,,
x9015G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052522,9015G-02  Bemidji Toxics Research Site,342787.9,5271040.35,1.0,-1.98,430.789,0.0,430.789,425.306,425.275,0.031,425.29,5.514,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20040721.0,,,W. Larson; L. Steuwe,North pool transect,Active,,
x9015G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052524,9015G-03  Bemidji Toxics Research Site,342787.9,5271040.35,1.0,-1.98,430.789,0.0,430.789,426.305,426.275,0.03,426.29,4.514,,,0.6,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20040721.0,,,W. Larson; L. Steuwe,North pool transect,Active,,
