LocalSiteName,StudySite,AgencyCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,LandSurfaceElevation_mASL_NAVD88,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,WellSite,CoreSite,OtherEquipmentSite,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,MidOfScreenElevation_mASL_NAVD88,DateOfConstruction,Comments_DateOfConstruction,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x9515D,Bemidji,USGS,x473426095052318,9515D     147N35W02CDAC  01,342830.93,5271051.99,432.816,1.0,46.03,1,0,0,418.725,418.186,418.456,19950701.0,,Active,,
x952,Bemidji,USGS,,,342924.74,5271140.98,434.105,,,0,1,0,,,,19890420,estimated date,Active,,
x953,Bemidji,USGS,,,342911.21,5271168.89,434.205,,,0,1,0,,,,19890420,estimated date,Active,,
x954A,Bemidji,USGS,x473429095051603,954A      147N35W02DCBB 02              0000273868,342956.64,5271119.35,434.035,1.0,188.25,1,0,0,422.602,421.947,422.274,19890501.0,estimated date,Active,,
x954B,Bemidji,USGS,x473429095051602,954B      147N35W02DCBB  02,342956.14,5271118.86,434.035,1.0,187.6,1,0,0,424.443,422.919,423.681,19890501.0,estimated date,Active,,
x954C,Bemidji,USGS,x473429095051604,954C      147N35W02DCBB 03              0000772869,342957.25,5271119.4,434.035,1.0,188.83,1,0,0,418.118,417.875,417.996,20100708.0,does not match MN well index online.  7/8/2010 is the correct date,Active,,
x955A,Bemidji,USGS,x473426095051501,955A      147N35W02DCBB  02,342996.36,5271145.99,434.035,1.0,235.36,1,0,0,422.501,422.349,422.425,19890501.0,estimated date,Active,,
x955B,Bemidji,USGS,x473430095051502,955B      147N35W02DCBB  02,342996.85,5271146.26,433.73,1.0,235.92,1,0,0,423.925,422.401,423.163,19890501.0,estimated date,Active,,
x955C,Bemidji,USGS,x473430095051503,955C      147N35W02DCBB  03,,,432.511,,,0,0,0,,,,,"This well was probably installed in 1989, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed, may have been removed/damaged during logging",Unknown,well could not be located,unknown
x955D,Bemidji,USGS,x473430095051504,955D      147N35W02DCBB  04,,,432.511,,,0,0,0,,,,,"This well was probably installed in 1989, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed, may have been removed/damaged during logging",Unknown,well could not be located,unknown
x956,Bemidji,USGS,x473423095052901,956       147N35W02CDCA 01              0000273869,342705.06,5270971.19,430.378,0.0,,1,0,0,425.117,423.593,424.355,19890520.0,,Active,,
x957A,Bemidji,USGS,x473421095053001,957A      147N35W02CDCD  01,342679.67,5270910.03,428.549,0.0,,1,0,0,421.971,421.819,421.895,19890614.0,,Active,,
x957B,Bemidji,USGS,x473422095052902,957B      147N35W02CDCD  02,342680.36,5270910.84,428.549,0.0,,1,0,0,425.193,423.669,424.431,19890614.0,,Active,,
x958,Bemidji,USGS,x473423095052501,958       147N35W02CDDB  01,342797.36,5270952.94,428.244,0.0,,1,0,0,424.333,422.809,423.571,19890615.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9601,Bemidji,USGS,,,342779.54,5271045.01,430.714,1.0,-3.78,0,1,0,,,,19960719,,Active,,
x9602,Bemidji,USGS,,,342827.81,5270906.95,426.443,,,0,1,0,,,,19960719,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9603,Bemidji,USGS,,,342832.7,5270912.69,426.736,,,0,1,0,,,,19960719,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9604,Bemidji,USGS,,,342788.73,5271036.53,430.496,1.0,-1.19,0,1,0,,,,19960725,,Active,,
x9605,Bemidji,USGS,,,342842.19,5271058.35,432.998,1.0,58.9,0,1,0,,,,19960910,,Active,,
x9606,Bemidji,USGS,,,342840.68,5271057.74,433.02,1.0,57.28,0,1,0,,,,19960910,,Active,,
x9607,Bemidji,USGS,,,342847.26,5271061.26,433.0,1.0,64.72,0,1,0,,,,19960911,,Active,,
x9608,Bemidji,USGS,,,342846.56,5271061.31,433.028,1.0,64.1,0,1,0,,,,19960911,,Active,,
x9609,Bemidji,USGS,,,342805.37,5271044.4,432.452,1.0,19.59,0,1,0,,,,19960912,,Active,,
x9610,Bemidji,USGS,,,342806.16,5271045.2,432.501,1.0,20.64,0,1,0,,,,19960913,,Active,,
x9611,Bemidji,USGS,,,342805.03,5271043.1,432.389,1.0,18.75,0,1,0,,,,19960914,,Active,,
x9612,Bemidji,USGS,,,342788.22,5271038.71,430.671,1.0,-1.61,0,1,0,,,,19960914,,Active,,
x9613,Bemidji,USGS,,,342786.99,5271039.51,430.64,1.0,-0.8,0,1,0,,,,19960913,,Active,,
x9614,Bemidji,USGS,,,342808.88,5271046.98,432.697,1.0,23.84,0,1,0,,,,19960913,,Active,,
x9615,Bemidji,USGS,,,342611.27,5270950.41,433.375,1.0,-195.95,0,1,0,,,,19960916,,Active,,
x9616,Bemidji,USGS,,,342838.41,5271055.93,432.946,1.0,54.47,0,1,0,,,,19960916,,Active,,
x9620,Bemidji,USGS,x473426095052607,9620      147N35W02CDAC  07,342760.83,5271039.14,430.073,0.0,,1,0,0,422.416,422.264,422.34,19960913.0,,Active,,
x9621,Bemidji,USGS,x473425095052601,9621      147N35W02CDAC  01,342760.54,5271019.52,431.597,1.0,-31.48,1,0,0,424.471,422.947,423.709,19960913.0,,Active,,
x9701,Bemidji,USGS,,,342847.31,5271060.16,432.954,1.0,64.32,0,1,0,,,,19970808,,Active,,
x9702,Bemidji,USGS,,,342846.45,5271059.58,432.968,1.0,63.3,0,1,0,,,,19970808,,Active,,
x9703,Bemidji,USGS,,,342848.41,5271060.98,432.964,1.0,65.66,0,1,0,,,,19970808,,Active,,
x9704,Bemidji,USGS,,,342774.33,5271039.33,430.182,1.0,-10.84,0,1,0,,,,19970808,,Active,,
x9705,Bemidji,USGS,,,342773.29,5271039.24,430.196,1.0,-11.83,0,1,0,,,,19970808,,Active,,
x9706,Bemidji,USGS,,,342772.42,5271039.11,430.263,1.0,-12.68,0,1,0,,,,19970808,,Active,,
x9707,Bemidji,USGS,,,342806.69,5271046.18,432.523,1.0,21.52,0,1,0,,,,19970808,,Active,,
x9708,Bemidji,USGS,,,342818.83,5271052.9,432.992,1.0,35.34,0,1,0,,,,19970808,,Active,,
x9709,Bemidji,USGS,,,342764.37,5271034.88,430.018,1.0,-21.75,0,1,0,,,,19970808,,Active,,
x9710,Bemidji,USGS,,,342751.87,5271029.59,430.471,1.0,-35.32,0,1,0,,,,19970808,,Active,,
x9711,Bemidji,USGS,,,342606.3,5270958.53,433.568,1.0,-197.2,0,1,0,,,,19970808,,Active,,
x9712,Bemidji,USGS,,,342827.62,5271056.66,432.933,1.0,44.9,0,1,0,,,,19970808,,Active,,
x9713,Bemidji,USGS,,,342827.52,5271057.47,432.993,1.0,45.14,0,1,0,,,,19970808,,Active,,
x9714,Bemidji,USGS,x473421095052303,9714      147N35W02CDDB  01,342827.54,5270917.21,427.025,0.0,,1,0,0,424.55,424.398,424.474,19970808.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x976,Bemidji,USGS,x473420095052501,976       147N35W02CDDC  01,342799.8,5270861.72,425.806,0.0,,1,0,0,424.718,423.194,423.956,19891025.0,,Active,,
x977,Bemidji,USGS,x473419095052502,977       147N35W02CDDC  01,342794.36,5270852.56,425.501,0.0,,1,0,0,424.937,423.413,424.175,19891025.0,,Active,,
x978,Bemidji,USGS,x473420095052403,978       147N35W02CDDC  01,342813.04,5270880.41,426.415,0.0,,1,0,0,424.921,423.397,424.159,19891026.0,,Active,,
x979,Bemidji,USGS,x473421095052401,979       147N35W02CDDC  01,342819.46,5270891.0,426.72,0.0,,1,0,0,425.3,423.776,424.538,19891025.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x980,Bemidji,USGS,x473421095052305,980       147N35W02CDDC  05,342823.45,5270896.75,426.415,0.0,,1,0,0,424.656,423.132,423.894,19891026.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9801,Bemidji,USGS,x473425095052615,9801      147N35W02CDAC  01,342773.88,5271038.22,430.378,1.0,-11.7,1,0,0,422.161,422.008,422.084,19980429.0,,Active,,
x9802,Bemidji,USGS,,,342754.04,5271030.35,430.35,1.0,-33.03,0,1,0,,,,19980729,,Active,,
x9803,Bemidji,USGS,,,342763.91,5271032.83,430.195,1.0,-23.0,0,1,0,,,,19980729,,Active,,
x9804,Bemidji,USGS,,,342775.6,5271036.06,430.075,1.0,-11.01,0,1,0,,,,19980729,,Active,,
x9805,Bemidji,USGS,,,342788.63,5271039.87,430.804,1.0,-2.45,0,1,0,,,,19980729,,Active,,
x9806,Bemidji,USGS,,,342806.86,5271043.38,432.471,1.0,20.54,0,1,0,,,,19980729,,Active,,
x9807,Bemidji,USGS,,,342816.37,5271045.27,432.836,1.0,30.0,0,1,0,,,,19980729,,Active,,
x9808,Bemidji,USGS,,,342796.79,5271041.24,431.886,1.0,10.47,0,1,0,,,,19980729,,Active,,
x9809,Bemidji,USGS,,,342805.32,5271053.16,432.701,1.0,23.09,0,1,0,,,,19980729,,Active,,
x981,Bemidji,USGS,x473422095052213,981       147N35W02CDDC  13,342831.1,5270909.81,427.634,0.0,,1,0,0,424.656,423.132,423.894,19891027.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x9810,Bemidji,USGS,,,342797.9,5271051.9,432.049,1.0,15.8,0,1,0,,,,19980729,,Active,,
x9811,Bemidji,USGS,,,342788.35,5271049.22,431.984,1.0,5.98,0,1,0,,,,19980729,,Active,,
x9812,Bemidji,USGS,,,342782.82,5271037.85,430.28,1.0,-3.68,0,1,0,,,,19980729,,Active,,
x9813,Bemidji,USGS,,,342785.58,5271037.88,430.45,1.0,-1.14,1,1,0,,,,19980729,,Active,,
x9814,Bemidji,USGS,,,342784.06,5271043.78,430.696,1.0,-0.14,0,1,0,,,,19980729,,Active,,
x9815,Bemidji,USGS,,,342792.56,5271045.24,431.923,1.0,8.22,0,1,0,,,,19980729,,Active,,
x9816,Bemidji,USGS,,,342802.01,5271047.9,432.292,1.0,17.94,0,1,0,,,,19980729,,Active,,
x9817,Bemidji,USGS,,,342809.65,5271048.74,432.727,1.0,25.26,0,1,0,,,,19980729,,Active,,
x9818,Bemidji,USGS,,,342618.74,5270945.75,433.204,1.0,-191.01,0,1,0,,,,19980729,,Active,,
x9819,Bemidji,USGS,,,342618.59,5270946.9,433.227,1.0,-190.68,0,1,0,,,,19980729,,Active,,
x982,Bemidji,USGS,x473422095052201,982       147N35W02CDDA  01,342852.4,5270943.16,428.244,0.0,,1,0,0,,,,19891027.0,,Active,,
x9820,Bemidji,USGS,,,342870.87,5271074.87,433.339,1.0,91.82,0,1,0,,,,19980730,,Active,,
x9821,Bemidji,USGS,,,342849.6,5271061.25,432.956,1.0,66.85,0,1,0,,,,19980730,,Active,,
x9822,Bemidji,USGS,,,342831.15,5271051.87,432.765,1.0,46.19,0,1,0,,,,19980730,,Active,,
x9823,Bemidji,USGS,,,342822.29,5271048.35,432.756,1.0,36.66,0,1,0,,,,19980730,,Active,,
x9824,Bemidji,USGS,,,342805.6,5271045.37,432.535,1.0,20.19,0,1,0,,,,19980730,,Active,,
x9825,Bemidji,USGS,,,342773.15,5271037.31,430.244,1.0,-12.74,0,1,0,,,,19980803,,Active,,
x9826,Bemidji,USGS,,,342614.15,5270947.16,433.363,1.0,-194.63,0,1,0,,,,19980803,,Active,,
x9827,Bemidji,USGS,,,342881.53,5271077.79,432.918,1.0,102.75,0,1,0,,,,19980804,,Active,,
x9828,Bemidji,USGS,,,342847.32,5271062.4,433.028,1.0,65.24,0,1,0,,,,19980804,,Active,,
x9829,Bemidji,USGS,,,342835.26,5271055.04,432.903,1.0,51.23,0,1,0,,,,19980805,,Active,,
x983,Bemidji,USGS,x473417095052602,983       147N35W11BAAB  01,342766.87,5270767.7,425.501,0.0,,1,0,0,425.123,423.599,424.361,19891028.0,,Active,,
x9830,Bemidji,USGS,,,342834.46,5271054.19,432.903,1.0,50.15,0,1,0,,,,19980805,,Active,,
x9831,Bemidji,USGS,,,342835.87,5271055.62,432.915,1.0,52.02,0,1,0,,,,19980805,,Active,,
x9832,Bemidji,USGS,,,342834.54,5271055.32,432.939,1.0,50.68,0,1,0,,,,19980805,,Active,,
x9833,Bemidji,USGS,,,342835.8,5271054.72,432.895,1.0,51.59,0,1,0,,,,19980805,,Active,,
x984,Bemidji,USGS,x473422095052801,984       147N35W02CDDC  01,342742.09,5270944.7,428.854,0.0,,1,0,0,422.892,421.368,422.13,19891028.0,,Active,,
x9901,Bemidji,USGS,,,342873.38,5271076.11,433.222,1.0,94.62,0,1,0,,,,19990606,,Active,,
x9902,Bemidji,USGS,,,342831.49,5271053.16,432.832,1.0,47.02,0,1,0,,,,19990606,,Active,,
x9903,Bemidji,USGS,,,342754.01,5271028.09,430.623,1.0,-33.97,0,1,0,,,,19990606,,Active,,
x9904,Bemidji,USGS,,,342834.53,5271054.64,432.917,1.0,50.4,0,1,0,,,,19990712,,Active,,
x9905,Bemidji,USGS,,,342834.43,5271053.69,432.864,1.0,49.92,0,1,0,,,,19990712,,Active,,
x9906,Bemidji,USGS,,,342848.51,5271061.47,432.965,1.0,65.95,0,1,0,,,,19990712,,Active,,
x9907,Bemidji,USGS,,,,,,,,0,1,0,,,,19990712,,Active,,
x9908,Bemidji,USGS,,,,,,0.0,,0,1,0,,,,19990712,,Active,,
x9909,Bemidji,USGS,,,342806.25,5271044.6,432.481,1.0,20.48,0,1,0,,,,19990714,,Active,,
x9910,Bemidji,USGS,,,342781.35,5271034.81,430.24,1.0,-6.26,0,1,0,,,,19990714,,Active,,
x9911,Bemidji,USGS,,,342780.14,5271034.53,430.271,1.0,-7.48,0,1,0,,,,19990714,,Active,,
x9912,Bemidji,USGS,,,342728.19,5271058.61,,,,0,1,0,,,,19990715,,Active,,
x9913-9915,Bemidji,USGS,,,342790.15,5271103.95,432.264,,,0,1,0,,,,19990715,,Active,,
x9916-9919,Bemidji,USGS,,,342789.36,5271102.82,431.525,,,0,1,0,,,,19990716,,Active,,
x9920-9922,Bemidji,USGS,,,342787.84,5271040.71,430.779,1.0,2.07,0,1,0,,,,19990716,,Active,,
x9923-9926,Bemidji,USGS,,,342787.72,5271039.91,430.687,1.0,-1.63,0,1,0,,,,19990716,,Active,,
x9927,Bemidji,USGS,,,342787.46,5271039.24,430.609,1.0,-1.13,0,1,0,,,,19990717,,Active,,
x9928,Bemidji,USGS,,,342776.07,5271038.64,430.167,1.0,-9.53,0,1,0,,,,19990717,,Active,,
x9929,Bemidji,USGS,,,342763.59,5271031.94,430.233,1.0,-23.66,0,1,0,,,,19990719,,Active,,
x9930,Bemidji,USGS,,,342752.09,5271027.39,430.681,1.0,-36.01,0,1,0,,,,19990719,,Active,,
x9931,Bemidji,USGS,,,342804.55,5271040.88,432.271,1.0,17.41,0,1,0,,,,19990719,,Active,,
x9932,Bemidji,USGS,,,342814.91,5271047.29,432.905,1.0,29.48,0,1,0,,,,19990720,,Active,,
x9933,Bemidji,USGS,,,342814.64,5271047.82,432.905,1.0,29.45,0,1,0,,,,19990720,,Active,,
x998,Bemidji,USGS,x473422095052501,998       147N35W02CDDB  01,342785.89,5270940.99,428.854,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x999G-01,Bemidji,USGS,x473422095052502,999G-01   Bemidji Toxics Research Site,342788.29,5270949.03,428.454,0.0,,1,0,0,,,,,Installation date unknown,Removed,Removed by Enbridge for the Alberta Clipper install,2009
xA,Bemidji,USGS,,,342762.01,5271034.57,430.08,1.0,-24.03,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xA100,Bemidji,USGS,,,342788.4,5271040.1,430.84,1.0,-2.33,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xA79,Bemidji,USGS,,,342795.32,5271020.37,431.0,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xA86,Bemidji,USGS,,,342793.02,5271026.99,430.61,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xA93,Bemidji,USGS,,,342790.64,5271033.48,430.47,1.0,-1.7,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xAbandoned well,Bemidji,USGS,,,342784.47,5271039.54,430.896,1.0,-1.49,0,0,1,,,,,Installation date unknown,Active,,
xB,Bemidji,USGS,,,342757.44,5271038.41,430.08,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xB100,Bemidji,USGS,,,342781.57,5271037.69,430.2,1.0,-4.89,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xB107,Bemidji,USGS,,,342779.05,5271044.32,430.6,1.0,-4.51,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xB79,Bemidji,USGS,,,342789.2,5271018.22,431.11,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xB86,Bemidji,USGS,,,342786.83,5271024.9,430.71,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xB93,Bemidji,USGS,,,342784.54,5271030.94,430.37,1.0,-4.91,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xbeast,Bemidji,USGS,,,342675.88,5271000.3,430.911,1.0,-116.66,0,0,1,,,,,Installation date unknown,Active,,
xBM1,Bemidji,USGS,,,342839.98,5271060.26,433.115,1.0,57.66,0,0,1,,,,19850501,estimated date,Active,,
xBM2,Bemidji,USGS,,,342812.3,5271048.21,432.865,1.0,27.47,0,0,1,,,,19830701,estimated date,Active,,
xBM3,Bemidji,USGS,,,343012.75,5271138.02,433.318,1.0,247.12,0,0,1,,,,19910920,,Active,,
xBM4,Bemidji,USGS,,,343401.85,5270489.97,426.315,,,0,0,1,,,,19910920,,Active,,
xBM5,Bemidji,USGS,,,342804.14,5270865.81,425.822,,,0,0,1,,,,19910920,,Active,,
xBM6,Bemidji,USGS,,,342603.45,5270958.55,433.696,1.0,-199.8,0,0,1,,,,19910920,,Active,,
xbud,Bemidji,USGS,,,342934.83,5271105.85,434.177,1.0,162.85,0,0,1,,,,,Installation date unknown,Active,,
xC,Bemidji,USGS,,,342753.85,5271042.47,430.19,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xC100,Bemidji,USGS,,,342774.81,5271035.94,430.22,1.0,-11.78,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xC107,Bemidji,USGS,,,342772.9,5271041.99,430.19,1.0,-11.07,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xC79,Bemidji,USGS,,,342782.47,5271015.89,431.32,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xC86,Bemidji,USGS,,,342779.53,5271022.4,430.87,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xC93,Bemidji,USGS,,,342777.35,5271028.72,430.43,1.0,-12.38,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD,Bemidji,USGS,,,342744.71,5271050.42,430.34,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD100,Bemidji,USGS,,,342768.25,5271033.38,430.27,1.0,-18.81,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD107,Bemidji,USGS,,,342766.24,5271039.64,430.14,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD114,Bemidji,USGS,,,342763.68,5271046.25,430.22,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD79,Bemidji,USGS,,,342775.49,5271014.03,431.54,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD86,Bemidji,USGS,,,342772.8,5271020.12,431.08,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xD93,Bemidji,USGS,,,342770.57,5271026.46,430.6,1.0,-19.49,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xdiva,Bemidji,USGS,,,342807.18,5271027.16,431.75,,,0,0,1,,,,,Installation date unknown,Active,,
xE,Bemidji,USGS,,,342740.15,5271053.96,430.41,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE100,Bemidji,USGS,,,342761.84,5271031.2,430.19,1.0,-25.56,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE107,Bemidji,USGS,,,342759.57,5271037.68,430.013,,,0,0,1,,,,20130711,,Active,,
xE114,Bemidji,USGS,,,342757.41,5271044.09,430.25,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE121,Bemidji,USGS,,,342755.09,5271050.79,430.49,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE79,Bemidji,USGS,,,342768.36,5271011.34,432.01,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE86,Bemidji,USGS,,,342766.44,5271017.98,431.55,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xE93,Bemidji,USGS,,,342763.86,5271024.42,430.92,1.0,-26.46,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xEnbridge South Pool Well,Bemidji,USGS,,,342810.69,5270901.3,,0.0,,1,0,0,,,,,Installation date unknown,Active,,
xF,Bemidji,USGS,,,342700.66,5271081.28,431.91,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF100,Bemidji,USGS,,,342755.58,5271028.99,430.45,1.0,-32.17,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF107,Bemidji,USGS,,,342752.88,5271035.21,430.0,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF114,Bemidji,USGS,,,342750.53,5271041.74,430.08,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF121,Bemidji,USGS,,,342748.24,5271048.33,430.25,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF128,Bemidji,USGS,,,342746.34,5271055.01,430.58,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF199,Bemidji,USGS,,,342618.6,5270947.85,433.21,1.0,-190.28,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF301G,Bemidji,USGS,,,342780.28,5271043.47,430.51,1.0,-3.73,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF310G,Bemidji,USGS,,,342615.07,5270955.02,433.34,1.0,-190.6,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF514,Bemidji,USGS,,,342909.49,5271094.3,433.47,1.0,135.0,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF518G,Bemidji,USGS,,,342840.98,5271058.79,433.04,1.0,57.98,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF530G,Bemidji,USGS,,,342871.24,5271075.98,433.29,1.0,92.61,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF531G,Bemidji,USGS,,,342850.08,5271063.71,432.9,1.0,68.29,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF532G,Bemidji,USGS,,,342831.15,5271054.25,432.83,1.0,47.15,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF533G,Bemidji,USGS,,,342820.52,5271051.5,432.96,1.0,36.32,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF534G,Bemidji,USGS,,,342810.21,5271045.14,432.64,1.0,24.31,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF601G,Bemidji,USGS,,,342804.18,5271044.89,432.43,1.0,18.7,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF603G,Bemidji,USGS,,,342673.75,5271002.47,430.88,1.0,-117.73,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF604G,Bemidji,USGS,,,342752.96,5271029.19,430.49,1.0,-34.49,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF79,Bemidji,USGS,,,342762.33,5271008.48,432.35,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF86,Bemidji,USGS,,,342760.02,5271015.58,431.86,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xF9014G,Bemidji,USGS,,,342795.43,5271047.89,431.89,1.0,11.92,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF9015G,Bemidji,USGS,,,342788.4,5271040.11,430.84,1.0,-2.34,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF9016G,Bemidji,USGS,,,342773.3,5271035.26,430.26,1.0,-13.43,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF9017G,Bemidji,USGS,,,342764.17,5271031.92,430.22,1.0,-23.13,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF9101G,Bemidji,USGS,,,342826.3,5271052.65,432.68,1.0,42.07,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF9103G,Bemidji,USGS,,,342815.09,5271047.57,432.84,1.0,29.76,0,0,1,,,,,Installed during 2011 Field Session,Active,,
xF93,Bemidji,USGS,,,342757.97,5271022.06,431.26,1.0,-32.8,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG0901,Bemidji,USGS,,,342810.04,5271061.56,432.783,1.0,30.81,0,1,0,,,,20090715,,Active,,
xG0902,Bemidji,USGS,,,342812.47,5271057.18,432.897,1.0,31.26,0,1,0,,,,20090715,,Active,,
xG0903,Bemidji,USGS,x473426095052505,G0903     147N35W02CDAC 01              0000772851,342792.13,5271059.53,432.206,0.0,,1,0,0,413.689,413.537,413.613,20090716.0,,Active,,
xG0904,Bemidji,USGS,,,342799.07,5271048.69,431.982928,1.0,15.57,0,1,0,,,,20090716,,Active,,
xG0905,Bemidji,USGS,x473426095052506,G0905     147N35W02CDAC 01              0000772852,342789.28,5271063.37,432.414,0.0,,1,0,0,414.065,413.913,413.989,20090722.0,,Active,,
xG0906,Bemidji,USGS,x473426095052507,G0906     147N35W02CDAC 01              0000772853,342798.73,5271052.01,432.206,0.0,,1,0,0,414.308,414.156,414.232,20090723.0,,Active,,
xG0907,Bemidji,USGS,x473426095052508,G0907     147N35W02CDAC 01              0000772854,342795.28,5271055.66,432.054,0.0,,1,0,0,414.156,413.995,414.076,20090723.0,,Active,,
xG0908,Bemidji,USGS,,,,,,0.0,,1,0,0,,,,,Installation date unknown,Removed,"failed well, no well installed",
xG100,Bemidji,USGS,,,342748.84,5271026.26,430.73,1.0,-39.44,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG107,Bemidji,USGS,,,342746.36,5271033.17,430.08,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG114,Bemidji,USGS,,,342744.17,5271039.33,430.02,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG121,Bemidji,USGS,,,342742.21,5271046.24,430.01,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG128,Bemidji,USGS,,,342739.27,5271053.04,430.31,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG79,Bemidji,USGS,,,342755.72,5271006.71,432.17,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG86,Bemidji,USGS,,,342753.29,5271013.42,432.02,,,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xG93,Bemidji,USGS,,,342751.42,5271020.02,431.32,1.0,-39.61,0,0,1,,,,,Installed during 2012 Field Session,Active,,
xGP1,Bemidji,USGS,,,342801.87,5270843.86,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
xGP10,Bemidji,USGS,,,342857.84,5270872.23,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
xGP12,Bemidji,USGS,,,342825.18,5270927.05,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
xGP13,Bemidji,USGS,,,342826.64,5270914.66,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
xGP15,Bemidji,USGS,,,342805.44,5270916.79,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
xGP16,Bemidji,USGS,,,342791.29,5270891.4,,,,0,1,0,,,,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,Active,,
